,X1,X2,cluster
0,3.564789993437258,-0.17406954440877845,0
1,-2.3979849140427048,-0.5281628113487508,0
2,1.6653505436956126,-0.19839113881236747,0
3,-2.533274057657889,-1.4809627070825502,0
4,-0.41298087153498453,-0.10192880740595901,0
5,0.7533218244686936,1.2665554520547417,0
6,0.6727248854003917,1.452398000494043,0
7,-2.2486689614328537,-0.3760513345125796,0
8,-2.791459814132816,-0.44159185260832967,0
9,-4.4952055865478115,1.2946736755167345,-1
10,-2.6557977019049925,-1.7149029268469091,0
11,-2.385323563039354,-1.3306872622033965,0
12,2.9424041707289113,-1.7255337414232836,0
13,-1.3142761944109052,1.7145850900936406,0
14,-2.4267059283768635,-1.2580844067025978,0
15,4.417857404950535,0.1666660826788076,0
16,-2.555465620708599,0.38641970570401496,0
17,-0.3314684220566995,0.29823837828725475,0
18,3.8994115812885046,2.220337995221546,0
19,-1.9147728801774728,-1.8404622223618345,0
20,-0.7133756728932633,-0.7018796624231671,0
21,2.2298662740039585,0.23430820759660234,0
22,0.24722908739336283,3.08286092120304,0
23,0.3047748379787816,1.633799515735702,0
24,-0.7127039356415945,2.912944971674776,0
25,-1.9639282758756607,-1.0129466752643628,0
26,-1.7760904747361586,0.909493012245195,0
27,3.078086099881007,0.09458306020082767,0
28,-1.7451462638324204,-1.7179354724925566,0
29,4.565812043791053,-0.9764538181861732,0
30,-2.229134269702521,-1.204409722064842,0
31,-0.11051012138920104,-0.8057607281091562,0
32,-1.2816475923518325,1.017271306917146,0
33,-0.752560971590262,3.552972442328928,0
34,2.001374769593607,-0.02149265310327974,0
35,-2.38072104796674,0.09948030118764109,0
36,1.3703446558995507,1.8289014502856256,0
37,-2.4928261980976174,-1.0198124826657209,0
38,-1.773203652365217,0.05983815999318654,0
39,2.0621644687301366,0.9912807872355445,0
40,3.4379178318712302,-0.24201486436091857,0
41,-2.877753887199601,-0.8463130339180548,0
42,-2.215601521196259,0.06366520950741836,0
43,-0.6146159228108857,-1.2026621876205223,0
44,-2.749732266790324,-0.8769630520519938,0
45,3.534013524666734,-3.0332975012866115,0
46,-2.1197836611402208,-1.0071510682253924,0
47,-2.758238495038148,-0.6943360886887975,0
48,-2.4463714200847138,0.014585772569018825,0
49,0.9702596231761822,3.6566078344441992,0
50,0.9709614944753391,0.35969394663363496,0
51,4.325855513561257,-0.15457507341300952,0
52,-2.4243123890977314,-1.3427343447829676,0
53,5.278902752917716,-2.2558603862455615,0
54,0.024395406604093388,1.4331032615882626,0
55,6.299795884028114,-0.5642656246245898,0
56,2.8432730613844903,-0.8370508732812342,0
57,-2.400935716292648,-2.695275445313872,0
58,-2.3252761144391116,-1.616197990927263,0
59,-0.4945829115095119,1.8411726544204958,0
60,3.760941532843723,-1.226618886936963,0
61,0.051609925410652326,1.1909137848604212,0
62,1.0752469894787715,2.2475112423975343,0
63,0.4062749902286771,2.3474527307788655,0
64,2.231218698022844,-0.7130657530508325,0
65,-2.6687055110463436,-1.2485255141150997,0
66,-2.973579056890142,-0.5498154288457426,0
67,4.070399416836893,-0.6469752534037748,0
68,1.3685191175767277,0.5327841858648723,0
69,1.0677225633697291,2.1423311354531975,0
70,2.739808335470826,-0.16452778959385733,0
71,-2.246220840899494,-0.42833261489782337,0
72,2.2841147420620254,1.9810471011136022,0
73,-0.19476036099482613,3.1322771314047966,0
74,-1.252462265697767,-1.2678163145586085,0
75,-2.5993351101528366,-1.0470426592058244,0
76,3.1639988079836083,-0.5713391470735626,0
77,4.6870428186108715,-1.844208993771111,0
78,-2.174816391495536,-2.0047722933890055,0
79,0.05872102692889006,1.2115661216500486,0
80,-2.3222979768844034,-0.631078282487743,0
81,-2.8835000126399377,-1.2390345558129379,0
82,-2.592149816629363,-0.8068898031098971,0
83,-0.11051012138920104,-0.8057607281091562,0
84,2.702160301008693,-1.5025210692459088,0
85,-2.609419843368185,0.1316054789111918,0
86,-2.0355315630728392,1.7518478645599262,0
87,0.06725129348260597,1.25517115653748,0
88,4.322689854164471,-2.244821350831076,0
89,-0.8515332877411323,-0.40195741104845556,0
90,-0.8785556169884727,3.976342606826944,0
91,-2.680238105765897,-0.7282641089473825,0
92,1.4469388887127537,-1.4844769559317352,0
93,-2.6086763032555926,-1.678578380904205,0
94,-2.399547786972483,-0.5905077796151794,0
95,-2.569286679276911,-1.8911457103361402,0
96,0.39041122531118344,3.4473163075531215,0
97,-2.482615764656361,0.3826839691317146,0
98,3.6782610304944443,-0.7934722558670861,0
99,0.3047455363517295,-0.6481670188372214,0
100,-2.123082749666419,-0.08823078457500161,0
101,-2.0623429171116174,0.1205101572156571,0
102,4.325009367363368,0.12514906300804152,0
103,2.040034887652966,0.32400093553681536,0
104,2.759143751904594,-1.7882837122360868,0
105,-2.6334561819093913,-2.172194440208134,0
106,-2.0891068151308834,0.9368805673443421,0
107,2.0831412199804253,1.8739112728283212,0
108,-2.172378962781188,-1.101572478100566,0
109,2.1912013905021386,-0.6960416289482451,0
110,2.504388851101081,-0.06247237264619467,0
111,1.935453177892218,0.7788324590915151,0
112,0.1797276358059717,2.365323484339795,0
113,2.930159767036694,-0.8637906586391737,0
114,-0.8318408421719669,1.1299276748460092,0
115,-2.145252061478936,-0.2311819344668198,0
116,5.219844392268643,-3.2112012998967763,1
117,0.41994092547271367,-0.0774988724383064,0
118,-2.318010269048588,-0.3473884901618398,0
119,-2.587816594719435,-1.0739934986333748,0
120,1.1507084779842205,1.6852205295013358,0
121,-2.2724096659183255,-1.1626238040826746,0
122,-3.394110556710152,-1.3614037831294945,0
123,-2.6761621507435303,-1.0301235142077951,0
124,5.346897299325293,-1.0501955167221633,0
125,1.4190609264044896,-0.7495928440076668,0
126,4.337772564402661,-2.6356225475499078,0
127,-2.214998261504446,0.38510771432910357,0
128,-0.6949671580751687,1.8438940353997533,0
129,0.24786088339210005,1.8038349931923892,0
130,0.8197127291136335,1.0638853595650484,0
131,-1.0143661110458047,3.428898055874574,0
132,1.8032370311087866,-0.7474295097472566,0
133,1.586666159915165,0.24553270613380507,0
134,-1.9457119281221882,1.9582674327714222,0
135,2.72983993576759,0.6532114254562353,0
136,-3.033611850578202,-0.9532426997767358,0
137,-2.9910111345454764,0.9297060161425496,0
138,-2.7585085646280336,-0.027296506593103884,0
139,-2.588529408909021,0.8409684877550866,0
140,3.7607415504771096,-1.367392057381548,0
141,0.413306328459074,0.8173590698240146,0
142,3.1912765636276537,-0.5585779873717828,0
143,1.1509057482193756,1.3434653696506678,0
144,-1.0336689751079982,-0.8528717446019864,0
145,-0.06995536045850802,1.8791848090503651,0
146,-2.390886664985472,-1.1358906253201968,0
147,-3.045676358418143,-1.4821479952489067,0
